_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
2374,Verkehrsunfälle,Verletzte und Getötete,2005,200501,306,377,-26.44,-18.83,512
2375,Verkehrsunfälle,Verletzte und Getötete,2005,200502,282,310,-7.84,-9.03,510
2376,Verkehrsunfälle,Verletzte und Getötete,2005,200503,385,403,36.52,-4.47,509
2377,Verkehrsunfälle,Verletzte und Getötete,2005,200504,514,461,33.51,11.5,513
2378,Verkehrsunfälle,Verletzte und Getötete,2005,200505,618,600,20.23,3,514
2379,Verkehrsunfälle,Verletzte und Getötete,2005,200506,729,598,17.96,21.91,525
2380,Verkehrsunfälle,Verletzte und Getötete,2005,200507,675,811,-7.41,-16.77,514
2381,Verkehrsunfälle,Verletzte und Getötete,2005,200508,582,584,-13.78,-0.34,514
2382,Verkehrsunfälle,Verletzte und Getötete,2005,200509,825,659,41.75,25.19,528
2383,Verkehrsunfälle,Verletzte und Getötete,2005,200510,568,561,-31.15,1.25,528
2384,Verkehrsunfälle,Verletzte und Getötete,2005,200511,458,439,-19.37,4.33,530
2385,Verkehrsunfälle,Verletzte und Getötete,2005,200512,460,416,0.44,10.58,534
2386,Verkehrsunfälle,Verletzte und Getötete,2004,Summe,6219,6365,NA,-2.29,NA
2387,Verkehrsunfälle,Verletzte und Getötete,2004,200401,377,358,-23.53,5.31,532
2388,Verkehrsunfälle,Verletzte und Getötete,2004,200402,310,308,-17.77,0.65,532
2389,Verkehrsunfälle,Verletzte und Getötete,2004,200403,403,476,30,-15.34,526
2390,Verkehrsunfälle,Verletzte und Getötete,2004,200404,461,535,14.39,-13.83,520
2391,Verkehrsunfälle,Verletzte und Getötete,2004,200405,600,632,30.15,-5.06,517
2392,Verkehrsunfälle,Verletzte und Getötete,2004,200406,598,723,-0.33,-17.29,507
2393,Verkehrsunfälle,Verletzte und Getötete,2004,200407,811,644,35.62,25.93,521
2394,Verkehrsunfälle,Verletzte und Getötete,2004,200408,584,577,-27.99,1.21,521
2395,Verkehrsunfälle,Verletzte und Getötete,2004,200409,659,560,12.84,17.68,530
2396,Verkehrsunfälle,Verletzte und Getötete,2004,200410,561,595,-14.87,-5.71,527
2397,Verkehrsunfälle,Verletzte und Getötete,2004,200411,439,464,-21.75,-5.39,525
2398,Verkehrsunfälle,Verletzte und Getötete,2004,200412,416,493,-5.24,-15.62,518
2399,Verkehrsunfälle,Verletzte und Getötete,2003,Summe,6365,7026,NA,-9.41,NA
2400,Verkehrsunfälle,Verletzte und Getötete,2003,200301,358,431,-9.14,-16.94,579
2401,Verkehrsunfälle,Verletzte und Getötete,2003,200302,308,393,-13.97,-21.63,572
2402,Verkehrsunfälle,Verletzte und Getötete,2003,200303,476,520,54.55,-8.46,569
2403,Verkehrsunfälle,Verletzte und Getötete,2003,200304,535,521,12.39,2.69,570
2404,Verkehrsunfälle,Verletzte und Getötete,2003,200305,632,654,18.13,-3.36,568
2405,Verkehrsunfälle,Verletzte und Getötete,2003,200306,723,833,14.4,-13.21,559
2406,Verkehrsunfälle,Verletzte und Getötete,2003,200307,644,865,-10.93,-25.55,540
2407,Verkehrsunfälle,Verletzte und Getötete,2003,200308,577,601,-10.4,-3.99,538
2408,Verkehrsunfälle,Verletzte und Getötete,2003,200309,560,621,-2.95,-9.82,533
2409,Verkehrsunfälle,Verletzte und Getötete,2003,200310,595,630,6.25,-5.56,530
2410,Verkehrsunfälle,Verletzte und Getötete,2003,200311,464,563,-22.02,-17.58,522
2411,Verkehrsunfälle,Verletzte und Getötete,2003,200312,493,394,6.25,25.13,530
2412,Verkehrsunfälle,Verletzte und Getötete,2002,Summe,7026,7452,NA,-5.72,NA
2413,Verkehrsunfälle,Verletzte und Getötete,2002,200201,431,448,-14.99,-3.79,620
2414,Verkehrsunfälle,Verletzte und Getötete,2002,200202,393,439,-8.82,-10.48,616
2415,Verkehrsunfälle,Verletzte und Getötete,2002,200203,520,535,32.32,-2.8,615
2416,Verkehrsunfälle,Verletzte und Getötete,2002,200204,521,578,0.19,-9.86,610
2417,Verkehrsunfälle,Verletzte und Getötete,2002,200205,654,817,25.53,-19.95,596
2418,Verkehrsunfälle,Verletzte und Getötete,2002,200206,833,679,27.37,22.68,609
2419,Verkehrsunfälle,Verletzte und Getötete,2002,200207,865,921,3.84,-6.08,604
2420,Verkehrsunfälle,Verletzte und Getötete,2002,200208,601,600,-30.52,0.17,604
2421,Verkehrsunfälle,Verletzte und Getötete,2002,200209,621,643,3.33,-3.42,603
2422,Verkehrsunfälle,Verletzte und Getötete,2002,200210,630,717,1.45,-12.13,595
2423,Verkehrsunfälle,Verletzte und Getötete,2002,200211,563,568,-10.63,-0.88,595
2424,Verkehrsunfälle,Verletzte und Getötete,2002,200212,394,507,-30.02,-22.29,586
2425,Verkehrsunfälle,Verletzte und Getötete,2001,Summe,7452,7053,NA,5.66,NA
2426,Verkehrsunfälle,Verletzte und Getötete,2001,200101,448,434,-13.01,3.23,589
2427,Verkehrsunfälle,Verletzte und Getötete,2001,200102,439,419,-2.01,4.77,591
2428,Verkehrsunfälle,Verletzte und Getötete,2001,200103,535,509,21.87,5.11,593
2429,Verkehrsunfälle,Verletzte und Getötete,2001,200104,578,557,8.04,3.77,595
2430,Verkehrsunfälle,Verletzte und Getötete,2001,200105,817,675,41.35,21.04,606
2431,Verkehrsunfälle,Verletzte und Getötete,2001,200106,679,685,-16.89,-0.88,606
2432,Verkehrsunfälle,Verletzte und Getötete,2001,200107,921,744,35.64,23.79,621
2433,Verkehrsunfälle,Verletzte und Getötete,2001,200108,600,647,-34.85,-7.26,617
2434,Verkehrsunfälle,Verletzte und Getötete,2001,200109,643,675,7.17,-4.74,614
2435,Verkehrsunfälle,Verletzte und Getötete,2001,200110,717,615,11.51,16.59,623
2436,Verkehrsunfälle,Verletzte und Getötete,2001,200111,568,578,-20.78,-1.73,622
2437,Verkehrsunfälle,Verletzte und Getötete,2001,200112,507,515,-10.74,-1.55,621
2438,Verkehrsunfälle,Verletzte und Getötete,2000,Summe,7053,NA,NA,NA,NA
2439,Verkehrsunfälle,Verletzte und Getötete,2000,200001,434,NA,NA,NA,434
2440,Verkehrsunfälle,Verletzte und Getötete,2000,200002,419,NA,-3.46,NA,427
2441,Verkehrsunfälle,Verletzte und Getötete,2000,200003,509,NA,21.48,NA,454
2442,Verkehrsunfälle,Verletzte und Getötete,2000,200004,557,NA,9.43,NA,480
2443,Verkehrsunfälle,Verletzte und Getötete,2000,200005,675,NA,21.18,NA,519
2444,Verkehrsunfälle,Verletzte und Getötete,2000,200006,685,NA,1.48,NA,547
2445,Verkehrsunfälle,Verletzte und Getötete,2000,200007,744,NA,8.61,NA,575
2446,Verkehrsunfälle,Verletzte und Getötete,2000,200008,647,NA,-13.04,NA,584
2447,Verkehrsunfälle,Verletzte und Getötete,2000,200009,675,NA,4.33,NA,594
2448,Verkehrsunfälle,Verletzte und Getötete,2000,200010,615,NA,-8.89,NA,596
2449,Verkehrsunfälle,Verletzte und Getötete,2000,200011,578,NA,-6.02,NA,594
2450,Verkehrsunfälle,Verletzte und Getötete,2000,200012,515,NA,-10.9,NA,588
