_id,Indikator,Auspragung,Jahr,Raumbezug,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
318,Arbeitslose - Anteil,deutsch,2012,05 Au - Haidhausen,2.5,827.5,32813.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
319,Arbeitslose - Anteil,deutsch,2012,06 Sendling,3.5,742,21252.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
320,Arbeitslose - Anteil,deutsch,2012,07 Sendling - Westpark,3.4,901.3,26400,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
321,Arbeitslose - Anteil,deutsch,2012,08 Schwanthalerhöhe,3.9,549.5,14212.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
322,Arbeitslose - Anteil,deutsch,2012,09 Neuhausen - Nymphenburg,2.5,1244.5,50113.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
323,Arbeitslose - Anteil,deutsch,2012,10 Moosach,4,916.5,23067.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
324,Arbeitslose - Anteil,deutsch,2012,11 Milbertshofen - Am Hart,4.6,1337.8,29252.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
325,Arbeitslose - Anteil,deutsch,2012,12 Schwabing - Freimann,2.5,888,35604,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
326,Arbeitslose - Anteil,deutsch,2012,13 Bogenhausen,2.3,951.3,40931.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
327,Arbeitslose - Anteil,deutsch,2012,14 Berg am Laim,4,779.3,19705.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
328,Arbeitslose - Anteil,deutsch,2012,15 Trudering - Riem,2.6,885.3,33449.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
329,Arbeitslose - Anteil,deutsch,2012,16 Ramersdorf - Perlach,4.1,1871,45943.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
330,Arbeitslose - Anteil,deutsch,2012,17 Obergiesing - Fasangarten,3.6,899.5,25062.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
331,Arbeitslose - Anteil,deutsch,2012,18 Untergiesing - Harlaching,3.2,853.8,26509.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
332,Arbeitslose - Anteil,deutsch,2012,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.8,1147,41426,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
333,Arbeitslose - Anteil,deutsch,2012,20 Hadern,3.1,674.3,22101.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
334,Arbeitslose - Anteil,deutsch,2012,21 Pasing - Obermenzing,2.5,870.8,35301,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
335,Arbeitslose - Anteil,deutsch,2012,22 Aubing - Lochhausen - Langwied,2.9,556.3,19089.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
336,Arbeitslose - Anteil,deutsch,2012,23 Allach - Untermenzing,2.4,374.3,15520.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
337,Arbeitslose - Anteil,deutsch,2012,24 Feldmoching - Hasenbergl,3.9,954.3,24785,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
338,Arbeitslose - Anteil,deutsch,2012,25 Laim,3.2,868.8,26970,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
339,Arbeitslose - Anteil,deutsch,2011,Stadt München,3.2,22444.5,708435.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
340,Arbeitslose - Anteil,deutsch,2011,01 Altstadt - Lehel,2.2,238.3,10860,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
341,Arbeitslose - Anteil,deutsch,2011,02 Ludwigsvorstadt - Isarvorstadt,3,827.8,27381.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
342,Arbeitslose - Anteil,deutsch,2011,03 Maxvorstadt,2.5,746.8,29835.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
343,Arbeitslose - Anteil,deutsch,2011,04 Schwabing - West,2.3,818,35479,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
344,Arbeitslose - Anteil,deutsch,2011,05 Au - Haidhausen,2.6,843,32367,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
345,Arbeitslose - Anteil,deutsch,2011,06 Sendling,3.6,754.8,21099,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
346,Arbeitslose - Anteil,deutsch,2011,07 Sendling - Westpark,3.7,965,26244.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
347,Arbeitslose - Anteil,deutsch,2011,08 Schwanthalerhöhe,3.9,532.8,13807.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
348,Arbeitslose - Anteil,deutsch,2011,09 Neuhausen - Nymphenburg,2.5,1244.3,49407.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
349,Arbeitslose - Anteil,deutsch,2011,10 Moosach,4,922.8,22999.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
350,Arbeitslose - Anteil,deutsch,2011,11 Milbertshofen - Am Hart,4.8,1378.5,28958.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
351,Arbeitslose - Anteil,deutsch,2011,12 Schwabing - Freimann,2.6,910.3,35355.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
352,Arbeitslose - Anteil,deutsch,2011,13 Bogenhausen,2.4,988,40740.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
353,Arbeitslose - Anteil,deutsch,2011,14 Berg am Laim,3.6,692,19454.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
354,Arbeitslose - Anteil,deutsch,2011,15 Trudering - Riem,2.5,840.8,33107,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
355,Arbeitslose - Anteil,deutsch,2011,16 Ramersdorf - Perlach,4.1,1917.5,46261.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
356,Arbeitslose - Anteil,deutsch,2011,17 Obergiesing - Fasangarten,3.6,898,24727.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
357,Arbeitslose - Anteil,deutsch,2011,18 Untergiesing - Harlaching,3.2,830,26315,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
358,Arbeitslose - Anteil,deutsch,2011,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3.1,1279,41145.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
359,Arbeitslose - Anteil,deutsch,2011,20 Hadern,3,658.5,22131.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
360,Arbeitslose - Anteil,deutsch,2011,21 Pasing - Obermenzing,2.6,921.8,35052.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
361,Arbeitslose - Anteil,deutsch,2011,22 Aubing - Lochhausen - Langwied,3,569.3,18742.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
362,Arbeitslose - Anteil,deutsch,2011,23 Allach - Untermenzing,2.5,391.3,15375.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
363,Arbeitslose - Anteil,deutsch,2011,24 Feldmoching - Hasenbergl,4.1,1002.8,24624.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
364,Arbeitslose - Anteil,deutsch,2011,25 Laim,3.5,939.3,26961.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
365,Arbeitslose - Anteil,deutsch,2010,Stadt München,3.6,24893.3,701205.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
366,Arbeitslose - Anteil,deutsch,2010,01 Altstadt - Lehel,2.5,272,10722.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
367,Arbeitslose - Anteil,deutsch,2010,02 Ludwigsvorstadt - Isarvorstadt,3.5,951.5,26948.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
368,Arbeitslose - Anteil,deutsch,2010,03 Maxvorstadt,2.8,836,29603,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
369,Arbeitslose - Anteil,deutsch,2010,04 Schwabing - West,2.7,933.5,35211.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
370,Arbeitslose - Anteil,deutsch,2010,05 Au - Haidhausen,2.9,943.3,32042.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
371,Arbeitslose - Anteil,deutsch,2010,06 Sendling,3.8,799.8,20874.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
372,Arbeitslose - Anteil,deutsch,2010,07 Sendling - Westpark,4.1,1073.8,26333.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
373,Arbeitslose - Anteil,deutsch,2010,08 Schwanthalerhöhe,4.6,624.8,13575.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
374,Arbeitslose - Anteil,deutsch,2010,09 Neuhausen - Nymphenburg,2.9,1399,48595.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
375,Arbeitslose - Anteil,deutsch,2010,10 Moosach,4.2,963,22969.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
376,Arbeitslose - Anteil,deutsch,2010,11 Milbertshofen - Am Hart,5.2,1498.5,28900.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
377,Arbeitslose - Anteil,deutsch,2010,12 Schwabing - Freimann,2.8,972.8,34919.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
378,Arbeitslose - Anteil,deutsch,2010,13 Bogenhausen,2.6,1058,40306.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
379,Arbeitslose - Anteil,deutsch,2010,14 Berg am Laim,3.9,752.8,19103,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
380,Arbeitslose - Anteil,deutsch,2010,15 Trudering - Riem,2.7,884,32426.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
381,Arbeitslose - Anteil,deutsch,2010,16 Ramersdorf - Perlach,4.7,2159.3,46383.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
382,Arbeitslose - Anteil,deutsch,2010,17 Obergiesing - Fasangarten,4,965,23991.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
383,Arbeitslose - Anteil,deutsch,2010,18 Untergiesing - Harlaching,3.8,989,26108.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
384,Arbeitslose - Anteil,deutsch,2010,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3.4,1409,40973.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
385,Arbeitslose - Anteil,deutsch,2010,20 Hadern,3.5,768.5,21957.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
386,Arbeitslose - Anteil,deutsch,2010,21 Pasing - Obermenzing,3,1025.3,34563.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
387,Arbeitslose - Anteil,deutsch,2010,22 Aubing - Lochhausen - Langwied,3.6,662.8,18592.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
388,Arbeitslose - Anteil,deutsch,2010,23 Allach - Untermenzing,3,449.8,15203,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
389,Arbeitslose - Anteil,deutsch,2010,24 Feldmoching - Hasenbergl,4.5,1093.3,24284,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
390,Arbeitslose - Anteil,deutsch,2010,25 Laim,3.6,950,26614.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
391,Arbeitslose - Anteil,deutsch,2009,Stadt München,3.8,26861.5,698234,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
392,Arbeitslose - Anteil,deutsch,2009,01 Altstadt - Lehel,2.6,280.5,10690.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
393,Arbeitslose - Anteil,deutsch,2009,02 Ludwigsvorstadt - Isarvorstadt,3.7,984.3,26757.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
394,Arbeitslose - Anteil,deutsch,2009,03 Maxvorstadt,3.1,905.3,29472.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
395,Arbeitslose - Anteil,deutsch,2009,04 Schwabing - West,3.1,1080.3,35048.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
396,Arbeitslose - Anteil,deutsch,2009,05 Au - Haidhausen,3.1,994.3,31817.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
397,Arbeitslose - Anteil,deutsch,2009,06 Sendling,4.2,869.3,20659,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
398,Arbeitslose - Anteil,deutsch,2009,07 Sendling - Westpark,4.5,1187.3,26408,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
399,Arbeitslose - Anteil,deutsch,2009,08 Schwanthalerhöhe,5.2,690.5,13366.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
400,Arbeitslose - Anteil,deutsch,2009,09 Neuhausen - Nymphenburg,3.1,1495.3,47906,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
401,Arbeitslose - Anteil,deutsch,2009,10 Moosach,4.9,1132,23178,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
402,Arbeitslose - Anteil,deutsch,2009,11 Milbertshofen - Am Hart,5.5,1580.3,28656.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
403,Arbeitslose - Anteil,deutsch,2009,12 Schwabing - Freimann,3.4,1176,34756.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
404,Arbeitslose - Anteil,deutsch,2009,13 Bogenhausen,2.8,1127.3,40472,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
405,Arbeitslose - Anteil,deutsch,2009,14 Berg am Laim,4.4,836.8,19037,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
406,Arbeitslose - Anteil,deutsch,2009,15 Trudering - Riem,2.9,910.8,31707.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
407,Arbeitslose - Anteil,deutsch,2009,16 Ramersdorf - Perlach,4.8,2243.5,46794.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
408,Arbeitslose - Anteil,deutsch,2009,17 Obergiesing - Fasangarten,4.6,1088.3,23729,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
409,Arbeitslose - Anteil,deutsch,2009,18 Untergiesing - Harlaching,4.3,1102,25924,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
410,Arbeitslose - Anteil,deutsch,2009,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3.5,1421.3,41086.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
411,Arbeitslose - Anteil,deutsch,2009,20 Hadern,3.6,796.3,22028,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
412,Arbeitslose - Anteil,deutsch,2009,21 Pasing - Obermenzing,3.2,1097.3,34387.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
413,Arbeitslose - Anteil,deutsch,2009,22 Aubing - Lochhausen - Langwied,3.8,698,18596.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
414,Arbeitslose - Anteil,deutsch,2009,23 Allach - Untermenzing,3.1,466.3,15024.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
415,Arbeitslose - Anteil,deutsch,2009,24 Feldmoching - Hasenbergl,4.6,1117.5,24251.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
416,Arbeitslose - Anteil,deutsch,2009,25 Laim,4.1,1097.5,26477.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
417,Arbeitslose - Anteil,deutsch,2008,Stadt München,3.3,23310,697257.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
418,Arbeitslose - Anteil,deutsch,2008,01 Altstadt - Lehel,2.3,246,10769,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
419,Arbeitslose - Anteil,deutsch,2008,02 Ludwigsvorstadt - Isarvorstadt,3.3,881.3,26540.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
420,Arbeitslose - Anteil,deutsch,2008,03 Maxvorstadt,2.7,798.8,29122.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
421,Arbeitslose - Anteil,deutsch,2008,04 Schwabing - West,2.7,929.5,35026.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
422,Arbeitslose - Anteil,deutsch,2008,05 Au - Haidhausen,2.8,871,31649.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
423,Arbeitslose - Anteil,deutsch,2008,06 Sendling,3.4,692.3,20443.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
424,Arbeitslose - Anteil,deutsch,2008,07 Sendling - Westpark,3.8,996,26434.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
425,Arbeitslose - Anteil,deutsch,2008,08 Schwanthalerhöhe,4.7,611.3,12875,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
426,Arbeitslose - Anteil,deutsch,2008,09 Neuhausen - Nymphenburg,2.8,1325.5,47265.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
427,Arbeitslose - Anteil,deutsch,2008,10 Moosach,4.5,1043.8,23404,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
428,Arbeitslose - Anteil,deutsch,2008,11 Milbertshofen - Am Hart,4.8,1372.3,28595.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
429,Arbeitslose - Anteil,deutsch,2008,12 Schwabing - Freimann,3,1053.5,34853.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
430,Arbeitslose - Anteil,deutsch,2008,13 Bogenhausen,2.4,970.8,40909.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
431,Arbeitslose - Anteil,deutsch,2008,14 Berg am Laim,3.8,727,19150,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
432,Arbeitslose - Anteil,deutsch,2008,15 Trudering - Riem,2.5,781.8,30987,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
433,Arbeitslose - Anteil,deutsch,2008,16 Ramersdorf - Perlach,4.2,1969.3,47309.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
434,Arbeitslose - Anteil,deutsch,2008,17 Obergiesing - Fasangarten,4.1,981,23748.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
435,Arbeitslose - Anteil,deutsch,2008,18 Untergiesing - Harlaching,3.7,959.5,25745,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
436,Arbeitslose - Anteil,deutsch,2008,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.9,1195.3,41395.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
437,Arbeitslose - Anteil,deutsch,2008,20 Hadern,3,667.8,22149.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
438,Arbeitslose - Anteil,deutsch,2008,21 Pasing - Obermenzing,2.6,897.3,34442,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
439,Arbeitslose - Anteil,deutsch,2008,22 Aubing - Lochhausen - Langwied,3.2,605,18744.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
440,Arbeitslose - Anteil,deutsch,2008,23 Allach - Untermenzing,2.6,388.3,14944,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
441,Arbeitslose - Anteil,deutsch,2008,24 Feldmoching - Hasenbergl,4.3,1055.3,24433,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
442,Arbeitslose - Anteil,deutsch,2008,25 Laim,3.5,921.3,26318.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
443,Arbeitslose - Anteil,deutsch,2007,Stadt München,3.8,26582.3,691036.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
444,Arbeitslose - Anteil,deutsch,2007,01 Altstadt - Lehel,2.6,277.3,10657.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
445,Arbeitslose - Anteil,deutsch,2007,02 Ludwigsvorstadt - Isarvorstadt,3.8,972,25816.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
446,Arbeitslose - Anteil,deutsch,2007,03 Maxvorstadt,3.3,932.5,28055.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
447,Arbeitslose - Anteil,deutsch,2007,04 Schwabing - West,3.1,1071.5,34320.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
448,Arbeitslose - Anteil,deutsch,2007,05 Au - Haidhausen,3.3,1016,31193.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
449,Arbeitslose - Anteil,deutsch,2007,06 Sendling,4.1,834.3,20133.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
450,Arbeitslose - Anteil,deutsch,2007,07 Sendling - Westpark,4.3,1120.8,26207.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
451,Arbeitslose - Anteil,deutsch,2007,08 Schwanthalerhöhe,5,619.8,12457.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
452,Arbeitslose - Anteil,deutsch,2007,09 Neuhausen - Nymphenburg,3.4,1564,46655.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
453,Arbeitslose - Anteil,deutsch,2007,10 Moosach,4.9,1146.8,23468.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
454,Arbeitslose - Anteil,deutsch,2007,11 Milbertshofen - Am Hart,5.5,1591.3,28726,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
455,Arbeitslose - Anteil,deutsch,2007,12 Schwabing - Freimann,3.3,1128,34472.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
456,Arbeitslose - Anteil,deutsch,2007,13 Bogenhausen,2.8,1162.8,41257.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
457,Arbeitslose - Anteil,deutsch,2007,14 Berg am Laim,4.5,857.8,19127,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
458,Arbeitslose - Anteil,deutsch,2007,15 Trudering - Riem,2.9,869.8,30014,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
459,Arbeitslose - Anteil,deutsch,2007,16 Ramersdorf - Perlach,4.9,2336.3,47704.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
460,Arbeitslose - Anteil,deutsch,2007,17 Obergiesing - Fasangarten,4.5,1051,23480.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
