_id,Indikator,Auspragung,Jahr,Raumbezug,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
2688,Arbeitslose - Anteil,weiblich,2021,09 Neuhausen - Nymphenburg,3.2,1122,35610.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2689,Arbeitslose - Anteil,weiblich,2021,10 Moosach,4.2,777,18286.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2690,Arbeitslose - Anteil,weiblich,2021,11 Milbertshofen - Am Hart,4.6,1172.3,25327,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2691,Arbeitslose - Anteil,weiblich,2021,12 Schwabing - Freimann,3.5,916.5,26462.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2692,Arbeitslose - Anteil,weiblich,2021,13 Bogenhausen,3,917.8,30896.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2693,Arbeitslose - Anteil,weiblich,2021,14 Berg am Laim,4.6,735.8,15858,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2694,Arbeitslose - Anteil,weiblich,2021,15 Trudering - Riem,3.7,921.3,25030.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2695,Arbeitslose - Anteil,weiblich,2021,16 Ramersdorf - Perlach,4.9,1894.3,38376,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2696,Arbeitslose - Anteil,weiblich,2021,17 Obergiesing - Fasangarten,3.3,627.5,19001,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2697,Arbeitslose - Anteil,weiblich,2021,18 Untergiesing - Harlaching,2.8,520.8,18443.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2698,Arbeitslose - Anteil,weiblich,2021,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3.5,1141.5,32396,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2699,Arbeitslose - Anteil,weiblich,2021,20 Hadern,3.1,522.8,16699.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2700,Arbeitslose - Anteil,weiblich,2021,21 Pasing - Obermenzing,3.7,958,25788.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2701,Arbeitslose - Anteil,weiblich,2021,22 Aubing - Lochhausen - Langwied,4.1,658,15894.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2702,Arbeitslose - Anteil,weiblich,2021,23 Allach - Untermenzing,3.2,347.5,10807.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2703,Arbeitslose - Anteil,weiblich,2021,24 Feldmoching - Hasenbergl,4.4,868.8,19686.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2704,Arbeitslose - Anteil,weiblich,2021,25 Laim,3.6,704.3,19338.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2705,Arbeitslose - Anteil,weiblich,2020,Stadt München,3.7,19696.8,535324.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2706,Arbeitslose - Anteil,weiblich,2020,01 Altstadt - Lehel,2.5,189,7538.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2707,Arbeitslose - Anteil,weiblich,2020,02 Ludwigsvorstadt - Isarvorstadt,3.4,648.5,19252.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2708,Arbeitslose - Anteil,weiblich,2020,03 Maxvorstadt,2.9,577.3,20173.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2709,Arbeitslose - Anteil,weiblich,2020,04 Schwabing - West,2.8,702,25362.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2710,Arbeitslose - Anteil,weiblich,2020,05 Au - Haidhausen,3.3,768.5,23083.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2711,Arbeitslose - Anteil,weiblich,2020,06 Sendling,4.1,608.3,15006,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2712,Arbeitslose - Anteil,weiblich,2020,07 Sendling - Westpark,4,834.8,20800.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2713,Arbeitslose - Anteil,weiblich,2020,08 Schwanthalerhöhe,3.7,401.5,10849.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2714,Arbeitslose - Anteil,weiblich,2020,09 Neuhausen - Nymphenburg,3.3,1183.3,35935,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2715,Arbeitslose - Anteil,weiblich,2020,10 Moosach,4.3,784.5,18264.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2716,Arbeitslose - Anteil,weiblich,2020,11 Milbertshofen - Am Hart,4.5,1136.8,25467.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2717,Arbeitslose - Anteil,weiblich,2020,12 Schwabing - Freimann,3.5,944,26903.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2718,Arbeitslose - Anteil,weiblich,2020,13 Bogenhausen,2.9,899,30519,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2719,Arbeitslose - Anteil,weiblich,2020,14 Berg am Laim,4.4,709,15979.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2720,Arbeitslose - Anteil,weiblich,2020,15 Trudering - Riem,3.8,931.5,24583,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2721,Arbeitslose - Anteil,weiblich,2020,16 Ramersdorf - Perlach,4.9,1898.3,38458.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2722,Arbeitslose - Anteil,weiblich,2020,17 Obergiesing - Fasangarten,3.7,715.3,19167,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2723,Arbeitslose - Anteil,weiblich,2020,18 Untergiesing - Harlaching,3,553,18524.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2724,Arbeitslose - Anteil,weiblich,2020,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3.6,1141,31964.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2725,Arbeitslose - Anteil,weiblich,2020,20 Hadern,3.1,512.5,16780.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2726,Arbeitslose - Anteil,weiblich,2020,21 Pasing - Obermenzing,3.6,901.3,25359.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2727,Arbeitslose - Anteil,weiblich,2020,22 Aubing - Lochhausen - Langwied,4.1,637.5,15421,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2728,Arbeitslose - Anteil,weiblich,2020,23 Allach - Untermenzing,3,325.3,10714.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2729,Arbeitslose - Anteil,weiblich,2020,24 Feldmoching - Hasenbergl,4.3,847.3,19674,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2730,Arbeitslose - Anteil,weiblich,2020,25 Laim,3.7,723,19542.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2731,Arbeitslose - Anteil,weiblich,2019,Stadt München,2.7,14234.3,533186,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2732,Arbeitslose - Anteil,weiblich,2019,01 Altstadt - Lehel,1.8,137.8,7528.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2733,Arbeitslose - Anteil,weiblich,2019,02 Ludwigsvorstadt - Isarvorstadt,2.2,421.3,19365.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2734,Arbeitslose - Anteil,weiblich,2019,03 Maxvorstadt,2,404.3,20146.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2735,Arbeitslose - Anteil,weiblich,2019,04 Schwabing - West,2.1,535.5,25354.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2736,Arbeitslose - Anteil,weiblich,2019,05 Au - Haidhausen,2.3,525.5,22974.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2737,Arbeitslose - Anteil,weiblich,2019,06 Sendling,2.9,442,15100.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2738,Arbeitslose - Anteil,weiblich,2019,07 Sendling - Westpark,2.9,600.3,20705.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2739,Arbeitslose - Anteil,weiblich,2019,08 Schwanthalerhöhe,2.8,300,10848.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2740,Arbeitslose - Anteil,weiblich,2019,09 Neuhausen - Nymphenburg,2.2,797.5,35961,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2741,Arbeitslose - Anteil,weiblich,2019,10 Moosach,3.2,589.8,18213,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2742,Arbeitslose - Anteil,weiblich,2019,11 Milbertshofen - Am Hart,3.3,828.3,25435.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2743,Arbeitslose - Anteil,weiblich,2019,12 Schwabing - Freimann,2.6,697.3,26840,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2744,Arbeitslose - Anteil,weiblich,2019,13 Bogenhausen,2.1,635.3,29987.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2745,Arbeitslose - Anteil,weiblich,2019,14 Berg am Laim,3.7,583.8,15899.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2746,Arbeitslose - Anteil,weiblich,2019,15 Trudering - Riem,2.8,678.3,24391.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2747,Arbeitslose - Anteil,weiblich,2019,16 Ramersdorf - Perlach,3.7,1408.5,38170,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2748,Arbeitslose - Anteil,weiblich,2019,17 Obergiesing - Fasangarten,2.6,507.8,19246,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2749,Arbeitslose - Anteil,weiblich,2019,18 Untergiesing - Harlaching,2.3,421,18509.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2750,Arbeitslose - Anteil,weiblich,2019,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.5,788.3,31586.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2751,Arbeitslose - Anteil,weiblich,2019,20 Hadern,2.5,421.5,16845.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2752,Arbeitslose - Anteil,weiblich,2019,21 Pasing - Obermenzing,2.6,638.8,24879.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2753,Arbeitslose - Anteil,weiblich,2019,22 Aubing - Lochhausen - Langwied,2.9,445,15118.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2754,Arbeitslose - Anteil,weiblich,2019,23 Allach - Untermenzing,2,211.8,10760.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2755,Arbeitslose - Anteil,weiblich,2019,24 Feldmoching - Hasenbergl,3.3,640.3,19692,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2756,Arbeitslose - Anteil,weiblich,2019,25 Laim,2.5,489.8,19625.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2757,Arbeitslose - Anteil,weiblich,2018,Stadt München,2.9,15116,527566.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2758,Arbeitslose - Anteil,weiblich,2018,01 Altstadt - Lehel,1.9,142.5,7509.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2759,Arbeitslose - Anteil,weiblich,2018,02 Ludwigsvorstadt - Isarvorstadt,2.5,476.3,19242.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2760,Arbeitslose - Anteil,weiblich,2018,03 Maxvorstadt,2.1,417.5,20012.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2761,Arbeitslose - Anteil,weiblich,2018,04 Schwabing - West,2.2,569,25314,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2762,Arbeitslose - Anteil,weiblich,2018,05 Au - Haidhausen,2.4,542.3,22812.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2763,Arbeitslose - Anteil,weiblich,2018,06 Sendling,3.3,503.5,15072.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2764,Arbeitslose - Anteil,weiblich,2018,07 Sendling - Westpark,3.3,679.5,20495.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2765,Arbeitslose - Anteil,weiblich,2018,08 Schwanthalerhöhe,2.8,302.5,10767.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2766,Arbeitslose - Anteil,weiblich,2018,09 Neuhausen - Nymphenburg,2.4,866,35548.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2767,Arbeitslose - Anteil,weiblich,2018,10 Moosach,3.5,628.5,17952.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2768,Arbeitslose - Anteil,weiblich,2018,11 Milbertshofen - Am Hart,3.7,932.3,25108.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2769,Arbeitslose - Anteil,weiblich,2018,12 Schwabing - Freimann,2.7,712,26673.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2770,Arbeitslose - Anteil,weiblich,2018,13 Bogenhausen,2.3,664.5,29341,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2771,Arbeitslose - Anteil,weiblich,2018,14 Berg am Laim,3.8,586.8,15620.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2772,Arbeitslose - Anteil,weiblich,2018,15 Trudering - Riem,3,722.8,24053.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2773,Arbeitslose - Anteil,weiblich,2018,16 Ramersdorf - Perlach,3.8,1424.5,37662.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2774,Arbeitslose - Anteil,weiblich,2018,17 Obergiesing - Fasangarten,2.8,538,19164.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2775,Arbeitslose - Anteil,weiblich,2018,18 Untergiesing - Harlaching,2.4,441.3,18408.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2776,Arbeitslose - Anteil,weiblich,2018,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.7,847.8,31131.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2777,Arbeitslose - Anteil,weiblich,2018,20 Hadern,2.6,431.5,16774.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2778,Arbeitslose - Anteil,weiblich,2018,21 Pasing - Obermenzing,2.6,650.3,24639.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2779,Arbeitslose - Anteil,weiblich,2018,22 Aubing - Lochhausen - Langwied,3,445.3,14689.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2780,Arbeitslose - Anteil,weiblich,2018,23 Allach - Untermenzing,2.3,237.5,10444,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2781,Arbeitslose - Anteil,weiblich,2018,24 Feldmoching - Hasenbergl,3.7,718.5,19589,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2782,Arbeitslose - Anteil,weiblich,2018,25 Laim,2.8,543.8,19537.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2783,Arbeitslose - Anteil,weiblich,2017,Stadt München,3.1,16589.5,529706.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2784,Arbeitslose - Anteil,weiblich,2017,01 Altstadt - Lehel,1.8,139.5,7574.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2785,Arbeitslose - Anteil,weiblich,2017,02 Ludwigsvorstadt - Isarvorstadt,2.5,503,19850.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2786,Arbeitslose - Anteil,weiblich,2017,03 Maxvorstadt,2.2,452.5,20547.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2787,Arbeitslose - Anteil,weiblich,2017,04 Schwabing - West,2.2,574.8,25626.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2788,Arbeitslose - Anteil,weiblich,2017,05 Au - Haidhausen,2.6,589.5,23005.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2789,Arbeitslose - Anteil,weiblich,2017,06 Sendling,3.5,528.3,15066.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2790,Arbeitslose - Anteil,weiblich,2017,07 Sendling - Westpark,3.5,723,20615,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2791,Arbeitslose - Anteil,weiblich,2017,08 Schwanthalerhöhe,3.3,360.8,10847.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2792,Arbeitslose - Anteil,weiblich,2017,09 Neuhausen - Nymphenburg,2.7,969.3,35801.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2793,Arbeitslose - Anteil,weiblich,2017,10 Moosach,3.8,690.8,17974,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2794,Arbeitslose - Anteil,weiblich,2017,11 Milbertshofen - Am Hart,4.3,1084.5,25457.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2795,Arbeitslose - Anteil,weiblich,2017,12 Schwabing - Freimann,2.8,756,26668.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2796,Arbeitslose - Anteil,weiblich,2017,13 Bogenhausen,2.5,718.3,29249.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2797,Arbeitslose - Anteil,weiblich,2017,14 Berg am Laim,4,627,15581.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2798,Arbeitslose - Anteil,weiblich,2017,15 Trudering - Riem,3.3,797.3,23858.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2799,Arbeitslose - Anteil,weiblich,2017,16 Ramersdorf - Perlach,4.2,1571.8,37496.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2800,Arbeitslose - Anteil,weiblich,2017,17 Obergiesing - Fasangarten,3.2,615.3,19222.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2801,Arbeitslose - Anteil,weiblich,2017,18 Untergiesing - Harlaching,2.8,525.5,18455.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2802,Arbeitslose - Anteil,weiblich,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3,935.3,31234.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2803,Arbeitslose - Anteil,weiblich,2017,20 Hadern,2.8,472.5,16856.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2804,Arbeitslose - Anteil,weiblich,2017,21 Pasing - Obermenzing,2.9,723.8,24720,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2805,Arbeitslose - Anteil,weiblich,2017,22 Aubing - Lochhausen - Langwied,3.2,464,14410.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2806,Arbeitslose - Anteil,weiblich,2017,23 Allach - Untermenzing,2.4,249.8,10406,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2807,Arbeitslose - Anteil,weiblich,2017,24 Feldmoching - Hasenbergl,4.1,805.3,19557,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2808,Arbeitslose - Anteil,weiblich,2017,25 Laim,3.2,624,19622.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2809,Arbeitslose - Anteil,weiblich,2016,Stadt München,3.3,17314.8,529575.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2810,Arbeitslose - Anteil,weiblich,2016,01 Altstadt - Lehel,2,150.3,7692,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2811,Arbeitslose - Anteil,weiblich,2016,02 Ludwigsvorstadt - Isarvorstadt,2.5,507,20438.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2812,Arbeitslose - Anteil,weiblich,2016,03 Maxvorstadt,2.4,505.8,20949.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2813,Arbeitslose - Anteil,weiblich,2016,04 Schwabing - West,2.3,591,25633.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2814,Arbeitslose - Anteil,weiblich,2016,05 Au - Haidhausen,2.8,644.8,23094.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2815,Arbeitslose - Anteil,weiblich,2016,06 Sendling,3.8,565.5,15058.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2816,Arbeitslose - Anteil,weiblich,2016,07 Sendling - Westpark,3.7,748.8,20367.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2817,Arbeitslose - Anteil,weiblich,2016,08 Schwanthalerhöhe,3.5,382.8,10953.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2818,Arbeitslose - Anteil,weiblich,2016,09 Neuhausen - Nymphenburg,2.6,936,35846.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2819,Arbeitslose - Anteil,weiblich,2016,10 Moosach,4.2,747.5,17886.5,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2820,Arbeitslose - Anteil,weiblich,2016,11 Milbertshofen - Am Hart,4.5,1152.8,25605,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2821,Arbeitslose - Anteil,weiblich,2016,12 Schwabing - Freimann,3,798.8,26275.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2822,Arbeitslose - Anteil,weiblich,2016,13 Bogenhausen,2.7,780.5,29436.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2823,Arbeitslose - Anteil,weiblich,2016,14 Berg am Laim,4.3,673.3,15541,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2824,Arbeitslose - Anteil,weiblich,2016,15 Trudering - Riem,3.4,795.8,23517.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2825,Arbeitslose - Anteil,weiblich,2016,16 Ramersdorf - Perlach,4.2,1573.8,37094.3,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2826,Arbeitslose - Anteil,weiblich,2016,17 Obergiesing - Fasangarten,3.3,643.8,19313,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2827,Arbeitslose - Anteil,weiblich,2016,18 Untergiesing - Harlaching,3,561.8,18566.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
2828,Arbeitslose - Anteil,weiblich,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3,926,31102.8,Arbeitslose (weiblich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)
